sample;porosity;lambda_max;fractal_dimensionsample_0;0.75375;38;1.9222851312580302;
sample_1;0.74633;41;1.9212113264303181;
sample_2;0.75763;46;1.9275042736005616;
sample_3;0.73464;38;1.915225459374393;
sample_4;0.74778;55;1.9274713510254486;
sample_5;0.72862;38;1.9129634513167644;
sample_6;0.75877;71;1.9352387263938513;
sample_7;0.77918;75;1.942208713082018;
sample_8;0.75272;40;1.9229950531544657;
sample_9;0.73041;43;1.9164763243103795;
sample_10;0.74094;42;1.9197800610418694;
sample_11;0.74157;44;1.920990820348082;
sample_12;0.73699;38;1.9161034427762282;
sample_13;0.74539;55;1.9266725041167998;
sample_14;0.72577;35;1.909847893029101;
sample_15;0.75497;71;1.934060902125026;
sample_16;0.72482;30;1.905376873288722;
sample_17;0.75024;41;1.9226184066232794;
sample_18;0.73158;43;1.916901868933322;
sample_19;0.74852;49;1.9255727826094207;
sample_20;0.76631;60;1.934991184223382;
sample_21;0.73525;47;1.9201213217354485;
sample_22;0.72012;35;1.9076497129073862;
sample_23;0.78268;59;1.9399070261295914;
sample_24;0.72166;45;1.9143078310703356;
sample_25;0.73246;37;1.9137763431286376;
sample_26;0.73829;43;1.9193293182215192;
sample_27;0.74665;50;1.925317733542601;
sample_28;0.75797;62;1.9328562033348056;
sample_29;0.75188;43;1.92417884359733;
sample_30;0.76612;53;1.9328975124881131;
sample_31;0.74467;40;1.9200803074693602;
sample_32;0.73491;35;1.9133679091556088;
sample_33;0.73586;52;1.9223749741642602;
sample_34;0.75426;38;1.9224710754758987;
sample_35;0.7397;35;1.9151952002522066;
sample_36;0.74601;39;1.9200187406831168;
sample_37;0.73309;44;1.9179515744225522;
sample_38;0.73661;40;1.9171302009250581;
sample_39;0.72828;47;1.9176473937763983;
sample_40;0.73606;38;1.9157563207080441;
sample_41;0.74587;47;1.9238460477285995;
sample_42;0.72165;37;1.909658698962314;
sample_43;0.74061;38;1.917450447950109;
sample_44;0.71585;31;1.902654083643879;
sample_45;0.73447;43;1.9179500907100546;
sample_46;0.75087;40;1.9223279729533052;
sample_47;0.74048;37;1.9167921670651162;
sample_48;0.72249;29;1.9034680300355165;
sample_49;0.74882;51;1.926431975424782;
avg;0.7424113999999998;44.56;1.9205882321344683